! Author: Greg Thompson  NCAR/RAP,,,,,,,,,,,,,,
! Updated: NCEP/AWC,,,,,,,,,,,,,,
! Date:  2 MAR 2023,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
"! This file is organized by state alphabetically, then by Canadian",,,,,,,,,,,,,,
! province and then all other stations.  The file was compiled from lists,,,,,,,,,,,,,,
! of the following:,,,,,,,,,,,,,,
!      METAR sites,,,,,,,,,,,,,,
!      NEXRADs,,,,,,,,,,,,,,
!      rawinsonde sites,,,,,,,,,,,,,,
!      wind profilers,,,,,,,,,,,,,,
"!      WFOs, RFCs, NCEP-Centers",,,,,,,,,,,,,,
!      AIRMET/SIGMET station list (VORs?),,,,,,,,,,,,,,
!      ARTCCs (Air Route Traffic Control Centers - FAA),,,,,,,,,,,,,,
!      old SAO sites for archive data access  (flagged in a special manner),,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
!   Country abbreviations from ISO 3166,,,,,,,,,,,,,,
!   source:  ftp://ftp.fu-berlin.de/doc/iso/iso3166-countrycodes.txt,,,,,,,,,,,,,,
!   another: http://www.iso.org/iso/en/prods-services/iso3166ma/02iso-3166-code-lists/list-en1.html,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
!   CD = 2 letter state (province) abbreviation,,,,,,,,,,,,,,
!   STATION = 16 character station long name,,,,,,,,,,,,,,
!   ICAO = 4-character international id,,,,,,,,,,,,,,
!   IATA = 3-character (FAA) id,,,,,,,,,,,,,,
!   SYNOP = 5-digit international synoptic number,,,,,,,,,,,,,,
!   LAT = Latitude (degrees minutes),,,,,,,,,,,,,,
!   LON = Longitude (degree minutes),,,,,,,,,,,,,,
!   ELEV = Station elevation (meters),,,,,,,,,,,,,,
!   M = METAR reporting station.   Also Z=obsolete? site,,,,,,,,,,,,,,
!   N = NEXRAD (WSR-88D) Radar site,,,,,,,,,,,,,,
"!   V = Aviation-specific flag (V=AIRMET/SIGMET end point, A=ARTCC T=TAF U=T+V)",,,,,,,,,,,,,,
!   U = Upper air (rawinsonde=X) or Wind Profiler (W) site,,,,,,,,,,,,,,
"!   A = Auto (A=ASOS, W=AWOS, M=Meso, H=Human, G=Augmented) (H/G not yet impl.)",,,,,,,,,,,,,,
!   C = Office type F=WFO/R=RFC/C=NCEP Center,,,,,,,,,,,,,,
!   Digit that follows is a priority for plotting (0=highest),,,,,,,,,,,,,,
!   Country code (2-char) is last column,,,,,,,,,,,,,,
!        1         2         3         4         5         6         7         8,,,,,,,,,,,,,,
!23456789012345678901234567890123456789012345678901234567890123456789012345678901234567890,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
CD,STATION,ICAO,IATA,SYNOP,LAT,LONG,ELEV,M,N,V,U,A,C,country
WI,ANTIGO/LANGLADE,KAIG,,,45 09N,089 07W,462,X,,,,,7,US
WI,APPLETON/OUTAGAM,KATW,ATW,,44 16N,088 31W,266,X,,T,,,7,US
WI,ASHLAND,KASX,ASX,,46 33N,090 55W,249,X,,,,A,7,US
WI,ASHWAUBENON,KGRB,GRB,72645,44 29N,088 08W,209,X,X,U,X,A,F 3,US
WI,BARABOO,KC85,,,43 32N,089 46W,299,Z,,,,,8,US
WI,BLACK RIVER FALL,KBCK,,,44 15N,090 51W,256,X,,,,W,8,US
WI,BLUE RIVER PROFI,,BLR,74357,43 13N,090 31W,226,,,,W,,8,US
WI,BOSCOBEL,KOVS,,,43 09N,090 41W,205,X,,,,A,7,US
WI,BURLINGTON,KBUU,,,42 41N,088 18W,238,X,,,,,7,US
WI,BURLINGTON,KC52,,,42 41N,088 18W,237,Z,,,,,8,US
WI,CHETEK,KY23,,,45 18N,091 38W,322,X,,,,W,7,US
WI,CLINTONVILLE,KCLI,CLI,,44 37N,088 44W,248,X,,,,,7,US
WI,CUMBERLAND,KUBE,,,45 30N,091 59W,376,X,,,,,7,US
WI,DELLS/BARABOO,KDLL,,,43 31N,089 46W,297,X,,V,,,6,US
WI,DEVILS ISLAND,,,99419,47 04N,090 16W,192,Z,,,,,8,US
WI,EAGLE RIVER,KEGV,EGV,,45 56N,089 16W,499,X,,,,,7,US
WI,EAST TROY,K57C,,,42 48N,088 22W,454,X,,,,,7,US
WI,EAU CLAIRE,KEAU,EAU,,44 52N,091 29W,271,X,,U,,A,4,US
WI,EPHRAIM,K3D2,,,45 08N,087 11W,233,X,,,,,8,US
WI,FOND DU LAC,KFLD,FLD,,43 46N,088 29W,242,X,,,,A,7,US
WI,HAYWARD,KHYR,HYR,,46 01N,091 27W,369,X,,T,,A,6,US
WI,JANESVILLE/ROCK,KJVL,JVL,,42 37N,089 03W,244,X,,T,,,7,US
WI,JUNEAU,KUNU,UNU,,43 25N,088 42W,281,X,,,,,7,US
WI,KENOSHA,KENW,ENW,,42 36N,087 56W,222,X,,T,,A,7,US
WI,LA CROSSE/88D,KARX,ARX,,43 49N,091 11W,389,,X,,,,F 8,US
WI,LA CROSSE,KLSE,LSE,72643,43 53N,091 15W,198,X,,T,,A,6,US
WI,LADYSMITH/RUSK,KRCX,,,45 30N,091 00W,373,X,,,,W,8,US
WI,LAND O LAKES,KLNL,,,46 09N,089 13W,517,X,,,,W,8,US
WI,LA POINTE,K4R5,,,46 47N,090 46W,195,X,,,,,8,US
WI,LONE ROCK,KLNR,LNR,,43 13N,090 11W,218,X,,,,A,7,US
WI,MADISON,KMSN,MSN,72641,43 08N,089 21W,262,X,,T,,A,4,US
WI,MANITOWAC MUNI,KMTW,MTW,,44 07N,087 40W,197,X,,T,,,7,US
WI,MANITOWISH WATER,KD25,,,46 07N,089 53W,490,X,,,,W,7,US
WI,MARSHFIELD,KMFI,MFI,,44 38N,090 11W,383,X,,,,,7,US
WI,MAUSTON,K82C,,,43 50N,090 08W,273,X,,,,,8,US
WI,MEDFORD,KMDZ,MDF,,45 06N,090 18W,446,X,,,,,7,US
WI,MENOMONIE MUNI,KLUM,,,44 54N,091 52W,271,X,,,,W,8,US
WI,MENOMONIE MUNI,KW11,,,44 54N,091 52W,273,Z,,,,,8,US
WI,MERRILL,KRRL,RRL,,45 12N,089 43W,397,X,,,,,7,US
WI,MIDDLETON,KC29,,,43 07N,089 32W,282,X,,,,,8,US
WI,MILWAUKEE/DOUSMN,KMKX,MKX,72640,42 58N,088 33W,292,,X,,,,F 8,US
WI,MILWAUKEE,KMKE,MKE,,42 57N,087 54W,203,X,,T,,A,3,US
WI,MILWAUKEE/LAWREN,KMWC,MWC,,43 07N,088 02W,225,X,,,,,7,US
WI,MILWAUKEE VOR,KBAE,,,43 07N,088 17W,206,,,V,,,8,US
WI,MINERAL POINT,KMRJ,,,42 53N,090 14W,350,X,,,,,7,US
WI,MINOCQUA/WOODRUF,KARV,ARV,,45 55N,089 43W,494,X,,,,,7,US
WI,MONROE,KEFT,,,42 37N,089 36W,332,X,,,,,7,US
WI,MOSINEE/CENTRAL,KCWA,CWA,,44 47N,089 40W,387,X,,T,,,6,US
WI,NEENAH,KEEW,,,44 13N,088 33W,275,Z,,,,,8,US
WI,NEW RICHMOND MUN,KRNH,RNH,,45 09N,092 32W,302,X,,T,,W,7,US
WI,OCONTO,KOCQ,,,44 52N,087 55W,181,X,,,,,7,US
WI,OSCEOLA,KOEO,OEO,,45 19N,092 42W,269,X,,,,,7,US
WI,OSHKOSH,KOSH,OSH,,43 59N,088 33W,239,X,,T,,A,6,US
WI,PARK FALLS,KPKF,PKF,72741,45 56N,090 27W,469,Z,,,,,8,US
WI,PHILLIPS/PRICE,KPBH,,,45 42N,090 24W,445,X,,,,,7,US
WI,PLATTEVILLE,KPVB,,,42 41N,090 26W,311,X,,,,W,8,US
WI,PRAIRIE DU CHIEN,KPDC,PCD,,43 01N,091 07W,201,X,,,,A,7,US
WI,RACINE,KRAC,RAC,,42 46N,087 49W,203,X,,,,A,7,US
WI,REEDSBURG,KC35,,,43 32N,089 59W,272,X,,,,,8,US
WI,RHINELANDER,KRHI,RHI,,45 38N,089 29W,493,X,,U,,A,6,US
WI,RICE LAKE,KRIE,,,45 29N,091 43W,360,Z,,,,,8,US
WI,RICE LAKE,KRPD,RIE,,45 25N,091 46W,334,X,,,,,7,US
WI,SHAWANO MUNI,K3WO,,,44 47N,088 34W,248,Z,,,,,8,US
WI,SHAWANO MUNI,KEZS,,,44 47N,088 34W,247,X,,,,W,8,US
WI,SHEBOYGAN,KSBM,SBM,,43 47N,087 51W,225,X,,T,,A,7,US
WI,SIREN,KRZN,,,45 49N,092 22W,301,X,,,,,7,US
WI,SOLON SPRINGS,KOLG,,,46 18N,091 49W,334,X,,,,,8,US
WI,SPARTA/MCCOY AAF,KCMY,CMY,,43 58N,090 44W,253,X,,,,,7,US
WI,STEVENS POINT,KSTE,STE,,44 33N,089 32W,335,X,,,,,7,US
WI,STURGEON BAY,KSUE,SUE,,44 51N,087 25W,215,X,,,,,7,US
WI,SUPERIOR,KSUW,SUW,,46 41N,092 06W,205,X,,,,,7,US
WI,TOMAHAWK REGNL,KT08,,,45 28N,089 48W,453,Z,,,,,8,US
WI,TOMAHAWK REGNL,KTKV,,,45 28N,089 49W,449,X,,,,,7,US
WI,VIROQUA MUNI,KY51,,,43 35N,090 54W,390,X,,,,,8,US
WI,VOLK/CAMP DOUGLA,KVOK,VOK,,43 56N,090 16W,278,X,,T,,,7,US
WI,WASHINGTON ISLAN,K2P2,,,45 23N,086 55W,182,X,,,,,7,US
WI,WATERTOWN,KRYV,,,43 10N,088 43W,249,X,,,,,7,US
WI,WAUKESHA CNTY,KUES,UES,,43 03N,088 15W,273,X,,T,,,7,US
WI,WAUPACA,KPCZ,,,44 20N,089 01W,248,X,,,,W,8,US
WI,WAUSAU,KAUW,AUW,,44 56N,089 37W,367,X,,T,,A,6,US
WI,WAUTOMA,KY50,,,44 02N,089 18W,261,X,,,,,8,US
WI,WEST BEND,KETB,ETB,,43 25N,088 08W,269,X,,,,,7,US
WI,WISCONSIN RAPIDS,KISW,ISW,,44 22N,089 50W,311,X,,,,A,7,US
WV,BECKLEY,KBKW,BKW,72412,37 48N,081 07W,762,X,,U,,A,6,US
WV,BLUEFIELD,KBLF,BLF,,37 18N,081 12W,871,X,,T,,A,6,US
WV,BUCKHANNON,KW22,,,39 00N,080 16W,497,X,,,,W,7,US
WV,CHARLESTON,KCRW,CRW,72414,38 23N,081 35W,278,X,,T,,A,6,US
WV,CLARKSBURG,KCKB,CKB,,39 18N,080 13W,368,X,,T,,A,4,US
WV,ELKINS,KEKN,EKN,72417,38 53N,079 51W,596,X,,U,,A,4,US
WV,HENDERSON,KHNN,,,38 45N,082 01W,262,,,V,,,8,US
WV,HUNTINGTON,KHTS,HTS,72425,38 22N,082 33W,252,X,,T,Z,A,3,US
WV,LEWISBURG/GREENB,KLWB,LWB,,37 52N,080 24W,702,X,,T,,,6,US
WV,LOGAN CNTY,K6L4,,,37 51N,081 55W,504,X,,,,,6,US
WV,MARTINSBURG,KMRB,MRB,,39 24N,077 59W,165,X,,T,,A,4,US
WV,MORGANTOWN,KMGW,MGW,,39 39N,079 55W,375,X,,T,,A,3,US
WV,PARKERSBURG,KPKB,PKB,,39 21N,081 26W,245,X,,T,,A,6,US
WV,PETERSBURG,KW99,,,39 00N,079 09W,288,X,,,,,7,US
WV,PINEVILLE,KI16,,,37 36N,081 34W,528,X,,,,W,8,US
WV,PT PLEASANT,K3I2,,,38 55N,082 06W,195,X,,,,,7,US
WV,RUTHDALE/CHARLES,KRLX,RLX,,38 19N,081 43W,329,,X,,,,F 8,US
WV,SUTTON/BRAXTON,K48I,,,38 41N,080 39W,397,X,,,,W,8,US
WV,WHEELING,KHLG,HLG,,40 10N,080 39W,365,X,,T,,A,6,US
WV,WHITE SULPHUR SP,KSSU,,,37 46N,080 19W,549,X,,,,,7,US
WY,20 MILE HILL,KTMH,,,43 07N,106 20W,1743,X,,,,M,9,US
WY,AFTON,KAFO,AFO,,42 43N,110 57W,1881,X,,,,W,8,US
WY,ALPHA,K1AW,,,41 20N,104 16W,1670,X,,,,,9,US
WY,ALPINE,K46U,,,43 11N,111 03W,1718,X,,,,,7,US
WY,ARLINGTON,KARL,,,41 36N,106 13W,2374,X,,,,M,9,US
WY,BEAVER RIM,KBVR,,,42 35N,108 17W,2072,X,,,,M,9,US
WY,BELLE FOURCHE,KBFU,,,43 56N,105 27W,1422,X,,,,M,9,US
WY,BIG PINEY,KBPI,BPI,72671,42 35N,110 06W,2120,X,,U,,A,6,US
WY,BITTERCREEK,KBIT,,,41 39N,108 35W,2160,X,,,,M,9,US
WY,BORDEAUX,KBRX,,,41 57N,104 57W,1524,X,,,,M,9,US
WY,BOYSEN/THERMOPOL,KTBX,,,43 28N,108 14W,2230,X,,,,W,8,US
WY,BOYSEN (VOR),KBOY,,,43 28N,108 18W,2517,,,V,,,8,US
WY,BUFFALO,KBYG,BYG,,44 23N,106 43W,1503,X,,,,A,7,US
WY,CASPER,KCPR,CPR,72569,42 54N,106 28W,1623,X,,T,,A,6,US
WY,CASPER(VOR),KDDY,,,43 05N,106 17W,1621,,,V,,,8,US
WY,CEMETERY SEPARA,KCMS,,,41 32N,109 28W,1949,X,,,,M,9,US
WY,CHEYENNE,KCYS,CYS,72564,41 09N,104 48W,1868,X,X,U,,A,F 3,US
WY,CHIEF JOSEPH,KCHJ,,,44 45N,109 22W,2512,X,,,,M,9,US
WY,CODY,KCOD,COD,72670,44 31N,109 01W,1550,X,,T,,,3,US
WY,CONTINENTAL DIV,KCTD,,,41 43N,107 47W,2146,X,,,,M,9,US
WY,COWLEY,KU68,,,44 55N,108 27W,1244,X,,,,,7,US
WY,CRAZY WOMAN/VOR,KCZI,,,44 00N,106 26W,1550,,,V,,,8,US
WY,DEAD HORSE,KDHS,,,44 13N,106 06W,1241,X,,,,M,9,US
WY,DEER CREEK,KDRC,,,42 50N,105 52W,1543,X,,,,M,9,US
WY,DIXON,KDWX,,,41 02N,107 30W,1974,X,,,,,7,US
WY,DOUGLAS,K4DG,,,42 45N,105 23W,1477,Z,,,,,8,US
WY,DOUGLAS,KDGW,DGW,,42 48N,105 23W,1503,X,,,,A,7,US
WY,DUBOIS MUNI,KDUB,,,43 33N,109 41W,2205,X,,,,,7,US
WY,ELK MOUNTAIN,KEHY,,,41 44N,106 28W,2239,X,,,,W,8,US
WY,EVANSTON,KEVW,EVW,,41 16N,111 02W,2178,X,,T,,A,7,US
WY,FIRST DIVIDE,KFIR,,,41 18N,110 46W,2294,X,,,,M,9,US
WY,FORT BRIDGER,KFBR,FBR,,41 24N,110 24W,2140,X,,,,,9,US
WY,GILLETTE,KGCC,GCC,72665,44 20N,105 33W,1328,X,,T,,A,6,US
WY,GREYBULL,KGEY,GEY,,44 31N,108 05W,1191,X,,,,A,7,US
WY,GUERNSEY,KGUR,,,42 15N,104 43W,1341,X,,T,,,7,US
WY,GUNBARREL,KGUN,,,41 26N,104 21W,1695,X,,,,M,9,US
WY,HILAND,KHLD,,,43 06N,107 19W,1846,X,,,,M,9,US
WY,HULETT MUNI,KW43,,,44 40N,104 34W,1292,X,,,,,8,US
WY,I-25 DIVIDE,KIDV,,,43 56N,106 39W,1531,X,,,,M,9,US
WY,INYAN KARA,KIKA,,,44 18N,104 38W,1319,X,,,,M,9,US
WY,JACKSON,KJAC,JAC,,43 37N,110 44W,1967,X,,U,,,6,US
WY,KEMMERER,KEMM,EMM,,41 49N,110 33W,2219,X,,,,,9,US
WY,LANDER,KLND,LND,72576,42 49N,108 44W,1700,X,,T,Z,A,6,US
WY,LARAMIE,KLAR,LAR,,41 19N,105 40W,2217,X,,U,,A,6,US
WY,LAVA MOUNTAIN,KAJL,,,43 40N,110 02W,3161,X,,,,,9,US
WY,LUSK,KLSK,LSK,,42 45N,104 24W,1514,X,,,,,9,US
WY,MAMMOTH/YELLOWST,KMMM,,,44 59N,110 42W,1902,X,,,,M,9,US
WY,MEDICINE BOW PRO,,MBW,74431,41 53N,106 10W,2300,,,,W,,8,US
WY,MEETEETSE RIM,KMTR,,,44 16N,108 52W,1803,X,,,,M,9,US
WY,MOORCROFT,K81V,,,44 16N,104 57W,1301,Z,,,,,8,US
WY,NEWCASTLE MONDEL,KECS,ECS,,43 53N,104 19W,1273,X,,,,,8,US
WY,PATHFINDER HILL,KPAT,,,42 34N,106 51W,1912,X,,,,M,9,US
WY,PINE BLUFFS MUNI,K82V,,,41 09N,104 08W,1563,X,,,,,8,US
WY,PINEDALE R WENZ,KPNA,PWY,,42 48N,109 48W,2158,X,,T,,W,8,US
WY,PINEY CREEK,KPIN,,,44 34N,106 49W,1392,X,,,,M,9,US
WY,POWELL,KPOY,POY,,44 52N,108 48W,1547,X,,,,,8,US
WY,PUMPKIN VINE,KPUM,,,41 03N,105 28W,2420,X,,,,M,9,US
WY,RAWLINS MUNICIPA,KRWL,RWL,,41 48N,107 12W,2066,X,,T,,,6,US
WY,RIM / PINEDALE,KRIM,,,43 06N,110 19W,2294,X,,,,M,9,US
WY,RIVERTON,KRIW,RIW,,43 04N,108 26W,1662,X,X,T,X,A,F 2,US
WY,ROCK SPNGS(VOR),KOCS,,,41 35N,109 01W,2060,,,V,,,8,US
WY,ROCK SPRINGS,KRKS,RKS,,41 36N,109 04W,2062,X,,T,,,6,US
WY,SAGE / JUNCTION,KSGE,,,41 47N,110 30W,2354,X,,,,M,9,US
WY,SARATOGA,KSAA,SAA,,41 27N,106 48W,2093,X,,,,,9,US
WY,SHERIDAN,KSHR,SHR,72666,44 46N,106 58W,1212,X,,U,,A,1,US
WY,SHUTE CREEK,KSHC,,,41 56N,109 58W,2043,X,,,,M,9,US
WY,SIBLEY PEAK,KSIB,,,42 27N,105 02W,1500,X,,,,M,9,US
WY,SKYLINE,KSKL,,,41 07N,106 34W,2451,X,,,,M,9,US
WY,SOUTH PASS,KFWZ,,,42 31N,108 47W,2605,X,,,,,8,US
WY,TEN SLEEP,KJPD,,,44 09N,107 10W,2739,X,,,,W,8,US
WY,THERMOPOLIS,KHSG,,,43 43N,108 23W,1497,X,,,,,8,US
WY,TORRINGTON,KTOR,TOR,,42 04N,104 09W,1285,X,,,,A,7,US
WY,TOWER FALLS,KTOW,,,44 54N,110 23W,1800,X,,,,M,9,US
WY,VEDAUWOO,KVDW,,,41 09N,105 24W,2542,X,,,,M,9,US
WY,WARREN AIR BASE,KFEW,,,41 08N,104 52W,1877,X,,,,W,8,US
WY,WHEATLAND,KEAN,EAN,,42 03N,104 56W,1452,X,,,,,8,US
WY,WHITAKER,KWTR,,,41 25N,104 52W,1882,X,,,,M,9,US
WY,WORLAND,KWRL,WRL,,43 58N,107 57W,1281,X,,T,,A,6,US
WY,YELLOWSTONE LAKE,KP60,,,44 33N,110 25W,2377,X,,,,A,7,US
DC,NWS HDQTRS,KWBC,WBC,,38 51N,076 56W,50,,,,,,X 8,US
DC,WASHINGTON/NATL,KDCA,DCA,72405,38 51N,077 02W,4,X,,U,,A,1,US
DC,WASHINGTON/ARTCC,KZDC,ZDC,,39 06N,077 33W,20,,,A,,,8,US
AB,ABEE AGDM,CXAF,,71285,54 17N,112 58W,667,X,,,,,8,CA
AB,ANDREW AGDM,CXAG,,71286,53 55N,112 17W,632,X,,,,,8,CA
AB,ATMORE AGDM,CXAJ,,71287,54 47N,112 49W,586,X,,,,,8,CA
AB,BANFF (CWBA-old),,,71122,51 10N,115 34W,1383,Z,,,,,9,CA
AB,BANFF (MARS),CWZG,,71122,51 12N,115 33W,1402,X,,,,,7,CA
AB,BARNWELL AGDM,CXBW,,71346,49 48N,112 18W,823,X,,,,,8,CA
AB,BEAVERLODGE,CWBM,,71230,55 12N,119 24W,745,X,,,,,8,CA
AB,BLOOD TRIBE AGDM,CPBT,,71517,49 32N,113 03W,998,X,,,,,8,CA
AB,BODO AGDM,CXBA,,71214,52 07N,110 06W,696,X,,,,,8,CA
AB,BOW ISLAND AGDM,CPXL,,71519,49 52N,111 23W,801,X,,,,,8,CA
AB,BOW ISLAND,CWXL,,71231,49 44N,111 27W,815,X,,,,,7,CA
AB,BOW VALLEY,CWXA,,71232,51 04N,115 04W,1303,X,,,,,7,CA
AB,BROCKET AGDM,CXBR,,71341,49 37N,113 49W,1137,X,,,,,8,CA
AB,BROOKS (AUTOB),CWBO,,71457,50 32N,111 50W,752,X,,,,,7,CA
AB,CALGARY INTNL AR,CYYC,YYC,71877,51 07N,114 01W,1085,X,,T,,,0,CA
AB,CALGARY/SPRINGBA,CYBW,,,51 06N,114 22W,1197,X,,T,,,7,CA
AB,CARDSTON (AUT),CWFJ,,71153,49 12N,113 16W,1142,X,,,,,7,CA
AB,CHAMPION AGDM,CXCP,,71217,50 17N,113 21W,999,X,,,,,8,CA
AB,CLARESHOLM (AUTO,CWDK,,71234,50 01N,113 37W,1014,X,,,,,7,CA
AB,CLEARDALE AGDM,CXCD,,71221,56 19N,119 45W,628,X,,,,,8,CA
AB,COLD LAKE (CAN,CYOD,YOD,71120,54 24N,110 17W,540,X,,T,Z,,6,CA
AB,CONSORT AGDM,CXCS,,71223,51 56N,110 43W,771,X,,,,,8,CA
AB,CORONATION(AUT),CWCT,,71318,52 04N,111 26W,793,X,,,,,7,CA
AB,CROWSNEST,CWRT,,71236,49 37N,114 28W,1311,X,,,,,7,CA
AB,DAPP AGDM,CXDP,,71340,54 19N,113 55W,613,X,,,,,8,CA
AB,DEL BONITA AGDM,CXDB,,71224,49 03N,112 49W,1311,X,,,,,8,CA
AB,DRUMHELLER EAST,CWDZ,,71237,51 26N,112 40W,689,X,,,,,7,CA
AB,EDMONTON INTL AR,CXEG,,71155,53 18N,113 36W,706,X,,,,,7,CA
AB,EDMONTON INTL AR,CYEG,YEG,71123,53 18N,113 35W,710,X,,T,,,6,CA
AB,EDMONTON MUNICIP,CYXD,YXD,71879,53 34N,113 31W,667,X,,T,,,6,CA
AB,EDMONTON MUNI,CXEC,,71157,53 34N,113 31W,666,X,,,,,7,CA
AB,EDMONTON/NAMAO(M,CYED,,71121,53 40N,113 28W,688,X,,T,Z,,6,CA
AB,EDMONTON/STONY P,CWSE,,71119,53 32N,114 05W,766,,,,X,,8,CA
AB,EDMONTON/STONY P,CXPS,,,53 33N,114 06W,766,X,,,,,8,CA
AB,EDMONTON/STONY P,CZED,,71126,53 33N,114 06W,766,X,,,T,,7,CA
AB,EDMONTON/VILLENU,CZVL,,,53 40N,113 51W,685,X,,T,,,9,CA
AB,EDSON AIRPORT,CYET,YET,71167,53 34N,116 28W,925,X,,,,,7,CA
AB,EDSON,CZZJ,,71156,53 35N,116 28W,927,X,,,,,8,CA
AB,ENCHANT AGDM,CPEH,,71518,50 11N,112 26W,814,X,,,,,8,CA
AB,ESTHER 1,CWGY,,71240,51 40N,110 12W,709,X,,,,,7,CA
AB,FAIRVIEW AGDM,CXFR,,71347,56 05N,118 26W,657,X,,,,,8,CA
AB,FINCASTLE AGDM,CPFI,,71535,49 48N,112 02W,804,X,,,,,8,CA
AB,FOREMOST AGDM,CXFM,,71225,49 29N,111 29W,884,X,,,,,8,CA
AB,FORT CHIPEWYAN A,CYPY,YPY,,58 46N,111 07W,225,X,,T,,,7,CA
AB,FORT MCMURRAY AR,CXMM,,71585,56 39N,111 13W,372,X,,,,,7,CA
AB,FORT MCMURRAY AR,CYMM,YMM,71689,56 39N,111 13W,371,X,,T,,,6,CA
AB,FORT VERMILLION,CXFV,,,58 23N,116 02W,289,X,,,,,8,CA
AB,GRANDE PRAIRIE A,CYQU,YQU,71940,55 11N,118 53W,668,X,,T,,,6,CA
AB,HIGH LEVEL AIRPO,CYOJ,YOJ,71066,58 37N,117 10W,339,X,,T,,,6,CA
AB,HIGH PRAIRIE AGD,CXHP,,71226,55 24N,116 29W,601,X,,,,,8,CA
AB,HIGHVALE,CWHA,,71241,53 27N,114 28W,747,X,,,,,7,CA
AB,HOLDEN AGDM,CXHD,,71227,53 11N,112 15W,688,X,,,,,8,CA
AB,HUSSAR AGDM,CXHR,,71344,51 11N,112 30W,975,X,,,,,8,CA
AB,IRON SPRINGS,CPIR,,71528,49 54N,112 44W,895,X,,,,,8,CA
AB,JASPER WARDEN (A,CWJW,,71486,52 56N,118 02W,1022,X,,,,,7,CA
AB,KILLAM AGDM,CXKM,,,52 50N,111 52W,679,X,,,,,8,CA
AB,LAC LA BICHE (MA,CWLB,,71316,54 46N,112 01W,561,X,,,,,7,CA
AB,LETHBRIDGE DEMO,CPQL,,71509,49 41N,112 45W,903,X,,,,,8,CA
AB,LETHBRIDGE VOR,CYQL,YQL,71267,49 38N,112 48W,923,X,,U,,,6,CA
AB,LLOYDMINSTER ARP,CYLL,YLL,71871,53 19N,110 04W,664,X,,T,,,6,CA
AB,MANNING AGDM,CXMG,,71229,56 58N,117 27W,467,X,,,,,8,CA
AB,MASINASIN AGDM,CXMN,,71345,49 07N,111 39W,947,X,,,,,8,CA
AB,MEDICINE HAT,CXMH,,71026,50 02N,110 43W,717,X,,,,,8,CA
AB,MEDICINE HAT,CYXH,YXH,71247,50 01N,110 43W,717,X,,U,,,6,CA
AB,MILK RIVER,CWRY,,71244,49 07N,112 03W,1048,X,,,,,7,CA
AB,MORRIN AGDM,CXMO,,71257,51 40N,112 41W,837,X,,,,,8,CA
AB,MUNDARE AGDM,CZMU,,71354,53 34N,112 18W,682,X,,,,,8,CA
AB,NORDEGG CS,CXND,,,52 28N,116 05W,1362,X,,,,,8,CA
AB,OLDS AGDM,CXOL,,71258,51 46N,114 05W,1026,X,,,,,8,CA
AB,OLIVER AGDM,CZOL,,71351,53 39N,113 21W,645,X,,,,,8,CA
AB,ONEFOUR (AUTOB),CWOE,,71116,49 07N,110 28W,931,X,,,,,7,CA
AB,OYEN AGDM,CXOY,,71342,51 21N,110 21W,784,X,,,,,8,CA
AB,PEACE RIVER AIRP,CYPE,YPE,71068,56 13N,117 27W,572,X,,T,,,6,CA
AB,PEORIA AGDM,CXPA,,71348,55 37N,118 18W,628,X,,,,,8,CA
AB,PINCHER CREEK(M,CZPC,WPC,71085,49 31N,114 00W,1187,X,,,,,7,CA
AB,POLLOCKVILLE AGD,CXPL,,71259,51 08N,111 42W,735,X,,,,,8,CA
AB,PRAIRIE RIVER,CXPV,,71593,58 27N,111 40W,213,X,,,,,7,CA
AB,PRENTISS,CZPS,,71353,52 26N,113 36W,953,X,,,,,8,CA
AB,PRIMROSE LAKE 2,CWOU,,71127,54 46N,110 04W,606,X,,,,,7,CA
AB,PRIMROSE LAKE,CWIQ,,71124,54 45N,110 02W,702,X,,,M,,7,CA
AB,RAYMOND AGDM,CPRY,,71536,49 29N,112 41W,947,X,,,,,8,CA
AB,RED DEER AIRPORT,CYQF,YQF,71878,52 10N,113 54W,912,X,,T,,,6,CA
AB,RICH LAKE AGDM,CXRL,,71349,54 30N,111 42W,585,X,,,,,8,CA
AB,ROCKY HOUSE (MAR,CWRM,,71928,52 25N,114 55W,986,X,,,,,7,CA
AB,ROSEMARY AGDM,CPRO,,71537,50 50N,112 03W,733,X,,,,,8,CA
AB,SCHULER AGDM,CXSC,,71269,50 18N,110 05W,809,X,,,,,8,CA
AB,SCHULER RADAR,CXBU,,,50 29N,110 12W,777,,X,,,,8,CA
AB,SEVEN PERSONS,CPSV,,71525,49 55N,110 55W,766,X,,,,,8,CA
AB,SLAVE LAKE AIRPO,CYZH,YZH,,55 17N,114 46W,583,X,,T,,,6,CA
AB,SMOKY LAKE AGDM,CXSL,,71274,54 17N,112 30W,680,X,,,,,8,CA
AB,SPIRIT RIVER,CXSR,,71571,55 42N,119 14W,1008,X,,,,,7,CA
AB,STETTLER AGDM,CXAK,,71289,52 21N,112 36W,799,X,,,,,8,CA
AB,ST PAUL AGDM,CXSP,,71275,54 01N,111 16W,652,X,,,,,8,CA
AB,STRATHMORE AGDM,CPST,,71526,51 02N,113 17W,1005,X,,,,,8,CA
